Fiscal Year,Service,Department,Division,Position Number,Job Title,Total Salary
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-037,Fire Fighter,71743.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-038,Fire Fighter,71619.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-039,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-041,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-042,Fire Fighter,55317.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-043,Fire Fighter,57537.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-044,Fire Fighter,72089.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-045,Fire Fighter,58113.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-046,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-047,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-049,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-050,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-051,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-052,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-053,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-054,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-056,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-057,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-058,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-059,Fire Fighter,67432.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-061,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-063,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-065,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-066,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-067,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-068,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-071,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-072,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-073,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-074,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-075,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-076,Fire Fighter,72064.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-077,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-078,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-079,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-080,Fire Fighter,57883.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-081,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-082,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-088,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-089,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-090,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-091,Fire Fighter,57524.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-092,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-093,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-095,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-097,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-098,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-100,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-101,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-102,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-103,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-104,Fire Fighter,67951.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-105,Fire Fighter,71619.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-106,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-107,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-108,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-109,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-110,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-111,Fire Fighter,67951.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-114,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-115,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-117,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-118,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-119,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-120,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-121,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-124,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-125,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-126,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-127,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-128,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-129,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-130,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-131,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-132,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-133,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-135,Fire Fighter,55317.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-137,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-138,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-139,Fire Fighter,56173.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-140,Fire Fighter,72064.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-141,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-142,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-143,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-145,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-146,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-148,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-149,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-150,Fire Fighter,56207.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-151,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-153,Fire Fighter,67662.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-155,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-156,Fire Fighter,72064.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-157,Fire Fighter,72089.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-158,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-159,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-160,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-161,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-162,Fire Fighter,56173.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-163,Fire Fighter,56173.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-164,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-165,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-166,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-167,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-170,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-171,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-172,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-173,Fire Fighter,67406.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-174,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-175,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-176,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-178,Fire Fighter,71619.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-180,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-181,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-182,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-183,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-184,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-186,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-187,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-188,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-189,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-190,Fire Fighter,71508.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-193,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-196,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-197,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-198,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-200,Fire Fighter,67906.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-201,Fire Fighter,72230.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-202,Fire Fighter,72064.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-204,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-205,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-206,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-207,Fire Fighter,71743.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-208,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-209,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-210,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-211,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-212,Fire Fighter,72064.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-213,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-214,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-215,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-216,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-218,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-221,Fire Fighter,72608.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-222,Fire Fighter,71730.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-223,Fire Fighter,72286.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-226,Fire Fighter,71887.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-227,Fire Fighter,67662.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-229,Fire Fighter,72564.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-230,Fire Fighter,71869.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-231,Fire Fighter,72320.00
2019,Public Safety,Fire,Headquarters & Fire Stations,F506-233,Fire Fighter,71619.00
